comments,label,text,processed_comments,processed_newstitle,labels
박보검은 평범한 기독교신자입니다 제발 그만 괴롭히고 이초석 목사님도 항상 응원합니다^^,offensive,"""[단독]송혜교, 이혼성립전 인터뷰 공개 '눈길'…""""올해는 혼자만의 시간 필요하다""""""
",박보검은 평범한 기독교신자입니다 제발 그만 괴롭히고 초석 목사님도 항상 응원합니다,단독 송혜교 혼성립 전 인터뷰 공개 눈길 올해는 혼자만의 필요하다,1.0
박보검이 잘생겼다ㅡ공감 vs 방탄 뷔가 잘생겼다ㅡ비공,none,"""‘남자친구’ 송혜교♥박보검, 첫방부터 제대로 홀렸다..최고 10.1%""
",박보검이 잘생겼다 ㅡ 공감 vs 방탄 뷔가 잘생겼다ㅡ 비공,남자친구 송혜교 박보검 첫 방부터 제대로 홀렸다최고 101,0.0
박보검하고 드라마 진짜 아니예요 ㅡㅡ 아무리 방부제라도 ㅠㅠ 유부녀면 맞게 역할하시길,offensive,"""[★SNS]'송중기 ♥' 송혜교, 잡티 無 피부+동안 근황 포착""
",박보검하고 드라마 진짜 아니예 요 ㅡㅡ 아무리 방부제라도 ㅠㅠ 유부녀면 맞게 역할 하시길,sns 송중기 송혜교 잡티 無 피부 근황 포착,1.0
박보영 그동안 케미여왕이란 수식어까지 붙었었는데....캐스팅 아쉽다..,none,"""[SC현장]""""'건축학'과 달라""""…'너의결혼식' 박보영X김영광의 첫사랑 연대기(종합)""
",박보영 그동안 케미여왕이란 수식어까지 붙었었는데캐스팅 아쉽다,sc현장건축학과 달라 너의 결혼식 박보영 x 김영광의 첫사랑 연대기종합,0.0
박보영 다리 왕무,offensive,"""[SC현장]""""'건축학'과 달라""""…'너의결혼식' 박보영X김영광의 첫사랑 연대기(종합)""
",박보영 다리 왕무,sc현장건축학과 달라 너의 결혼식 박보영 x 김영광의 첫사랑 연대기종합,1.0
박봄얼굴욕하는것들 비록지금의모습은 많은성형으로인해부자연스럽게보이지만 애니콜당시사진들보면 니들보다 몇만배는더이쁨...그러니제발얼평하지마시길..깔사람들이까야지ㅋㅋ나원같잖아서ㅋㅋ,offensive,"""'퀸덤' 박봄, 비밀의 마지막 주인공으로 등장…오마이걸 깜짝""
",박봄 얼굴 욕하는 지금의 모습은 많은 성형으로 인해 부자연스럽게 보이지만 애니콜 당시 사진들 보면 니들보다 만 배는 더 이쁨 제발 얼평하지 마시길깔 사람들이 까야지 ㅋㅋ나 원 같잖아서 ㅋㅋ,퀸덤 박봄 비밀의 마지막 주인공으로 등장 오마이걸 깜짝,1.0
박봄의 보이스와 몸매는 아직도 먹어준다,offensive,"[종합] “반갑다”vs“불편” 박봄 컴백 엇갈린 반응 (ft.디네이션)
",박봄의 보이스와 몸매는 아직도 먹어준다,종합 반갑다 vs 불편 박봄 컴백 엇갈린 반응 ft디네이션,1.0
"박서준 멋있게 나오지만, 박민영 정말 예쁘고 연기까지 너무 잘해서 여주가 더 빛나 보인다. 예전보다 더 예뻐진거 같다.",none,"""'김비서가 왜 그럴까' 박서준, 박민영에게 """"성현? 잠꼬대였다""""""
",박서준 멋있게 나오지만 박민영 정말 예쁘고 연기까지 너무 잘해서 여주가 더 빛나 보인다 예전보다 더 예뻐진 거,김 비서가 그럴까 박서준 박민영에게 성현 잠꼬대였다,0.0
박서준 방귀 냄새 독할거 같아,hate,"""[DA:리뷰] “넌 내 모든 것”…‘김비서’ 박서준♥박민영, 고통 뛰어넘은 사랑(종합)""
",박서준 방귀 냄새 독할 거 같아,da 리뷰 넌 내 모든 김 비서 박서준 박민영 고통 뛰어넘은 사랑종합,2.0
박서준이랑열애설났다고 이럴걸까지야 얘네잘못도아니고 설사 끝나고 청춘남녀 사귈수도 아닐수도있지만 이건 많이아닌것같은데 그냥 불쌍하다는 생각밖게안든다~~,none,"""[SS인터뷰①]박민영 """"'김비서' 행복했다..열애설엔 당당..미소였으니까""""""
",박서준이랑 열애설났다고 이럴 걸까지 얘네 잘못도 아니고 끝나고 청춘남녀 사귈 수도 아닐 수도 있지만 이건 많이 아닌 같은데 그냥 불쌍하다는 생각 밖 게 안 든다,ss인터뷰①박민영 김 비서 행복했다열애설엔 당당미소였으니까,0.0
박성광결혼기사보다 마스크 수급이 중요 비싸요,offensive,"""박성광, 5월 2일 결혼...""""예비신부는 7살 연하 비연예인""""(공식)""
",박성광 결혼기사보다 마스크 수급이 중요 비싸요,박성광 5월 2일 결혼예비신부는 7살 연하 비연예인 공식,1.0
박성광도 개그맨 퇴사해라 웃기지도않는거,offensive,"""'악플의 밤' 박성광 """"임송 매니저 악플로 고생하다 퇴사...미안해""""""
",박성광 도 개그맨 퇴사해라 웃기지도 않는 거,악플의 밤 박성광 임송 매니저 악플로 고생하다 퇴사미안해,1.0
"박성준이 불륜의 자식, 충격적 극구성이네... 더 재밌어지네....",none,"""'VIP' 장나라, 이상윤X표예진 불륜 블랙박스 영상에 오열 """"가지 마세요""""""
",박성준이 불륜의 자식 충격적 극 구성이네 더 재밌어지네,vip 장나라 이상윤 x표 예진 불륜 블랙박스 영상에 오열 가지 마세요,0.0
박성훈 부럽다............춘향이보다 xx는 향단이..... 진심 부럽^^,hate,"""류현경♥︎박성훈, 공개연애 4년차 애정전선 이상無..""""의지 많이 된다""""[종합]""
",박성훈 부럽다춘향이 보다 xx는 향단이 진심 부럽,류현경 박성훈 공개연애 4년차 애정전선 이상無 의지 많이 된다종합,2.0
박수영이 누구냐? 소시 동남아냐?,offensive,"""'위대한 유혹자' 박수영♥우도환, 연애 시작 """"오늘부터 1일"""" (종합)""
",박수영이 누구냐 소시 동남아냐,위대한 유 혹자 박수영 우도환 연애 시작 오늘부터 1일 종합,1.0
박시연 동생아님? 아버지에게 한 번. . .,offensive,"""[단독] 라이머♥안현모, '동상이몽2' 새 커플 합류..리얼 결혼 생활 첫 공개""
",박시연 동생 아님 아버지에게 한 번,단독 라이머 안현모 동상이몽2 새 커플 합류리얼 결혼 생활 첫 공개,1.0
박시후..과거 세탁 되겟네..,offensive,"“박시후♥신혜선 효과” ‘황금빛 내인생’ 시청률 44.6%…자체 최고 한 번 더
",박시후과거 세탁 되겟네,박시후 신혜선 효과 황금빛 내 인생 시청률 446 자체 최고 한 번 더,1.0
박신혜 저 청순한척 울상 연기 지겹다 그리고 동생이 없어졌는데 찾으 생각도 안하고 남자 만나러 서울로 오나,offensive,"""'알함브라' 박신혜, 현빈과 서울서 재회..찬열 실종 확인했다 [종합]""
",박신혜 청순 한 척 울상 연기 지겹 다 동생이 없어졌는데 찾으 생각도 안하고 남자 만나러 서울로 오나,알함브라 박신혜 현빈과 서울서 재회찬열 실종 확인했다 종합,1.0
박얘쁜 저분인거 백퍼고 또 한분은 급식때부터 생수머신드립을 치시고 ㅋㅋㅋㅋ 걍 노답인데 뭘 아프다니까 불쌍하다고 냄비들처럼 난리냐 ㅋㅋㅋㅋㅋㅋ 걍 쟈들은 노답들만 모인그룹이야 일진들 골라서 만든 양아치여자아이돌 ㅇㅇ,hate,"""[★해시태그] """"건강하게 돌아오겠다""""던 지연, 의미심장 사진 게재""
",박 얘쁜 저분인 거 백퍼 고 한 분은 급식 때부터 생수 머신드립을 치시고 ㅋㅋㅋㅋ 걍 노답인데 뭘 아프다니까 불쌍하다고 냄비들처럼 난리냐 ㅋㅋㅋㅋㅋㅋ 걍 쟈들은 노답들만 모인 그룹이야 일진들 골라서 만든 양 아치 여자 아이돌 ㅇㅇ,해시태그 건강하게 돌아오겠다 던 지연 미심장 사진 게재,2.0
박유천 >>>>>>>>>>>> 방탄소년단,offensive,"""박유천, 간이검사=음성→국과수=양성..마약혐의 새 국면 맞나(종합)[Oh!쎈 이슈]""
",박유천 방탄소년단,박유천 간이 검사음성국과수양성마약 혐의 새 국면 맞나종합oh쎈 이슈,1.0
박유천 콘서트에 찬물 끼얹네 이래서 여자 잘 만나야함,offensive,"""'박유천 前 여친' 황하나, """"다 폭로할 것""""→돌연 삭제…이틀째 실검장악 [종합]""
",박유천 콘서트에 찬물 끼얹네 이래서 여자 잘 만나야함,박유천 前 여친 황 다 폭로할 돌연 삭제 이틀째 실검 장악 종합,1.0
박유천.....이마가 굉장히 넓구나.....내가볼때는 넌 조만간 가발쓰고 다니겠구나.......공짜 좋아하게 생겼네....거짓말쟁이.구라쟁이 넌 입만열면 벌구다,hate,"""'연중' 故 전미선, 생전 마지막 미공개 인터뷰…환하게 웃는 모습 '먹먹'[종합]""
",박유천이마가 굉장히 넓구나내가 볼 때는 넌 조만간 발 쓰고 다니겠구나공짜 좋아하게 생겼네 거짓말쟁이구라쟁이 넌 입만 열면 벌구다,연중 故 전미선 생전 마지막 미공개 인터뷰 환하게 웃는 모습 먹먹종합,2.0
박유천은 마약 안했네 황하나가 국과수랑 짜고 친거다,offensive,"""'그것이 알고싶다' 황하나→버닝썬, 의혹 투성이 '마약 연결고리' [종합]""
",박유천은 마약 안 했네 황 하나가 국과 수랑 짜고 친 거다,그것이 알고 싶다 황 버닝썬 의혹 투성이 마약 연결고리 종합,1.0
박유하 극혐 모든 사람들의 관계를 망가트리는 전형적인 사람 답답함의 극치 선하는 시어머니 사이다 한번 날려줬음 좋겠다,hate,"""'같이 살래요' 한지혜 딸, 희귀병 아니었다…이상우vs황동주 '갈등'""
",박유하 극 혐 모든 사람들의 관계를 망가 트리는 전형적인 사람 답답함의 극치 선하는 시 어머니 사이다 한번 날려줬음 좋겠다,살래요 한지혜 딸 희귀 병 아니었다 이상우vs 황동주 갈등,2.0
박일 성우님...이렇게 갑자기 비보를 듣게되어 슬프네요....,none,"""성우 박일, 오늘(31일) 별세...다시 들을 수 없는 '토이스토리' 버즈 목소리 [종합]""
",박 성우님 이렇게 갑자기 비보를 듣게 되어 슬프네요,성우 박일 오늘31일 별세다시 들을 수 없는 토이스토리 버즈 목소리 종합,0.0
박일서! 니가 왜? 그 장소에가서 일을 만들었는데! 너 같은 종자때문에 흥국혀엄 힘드시잖아!,offensive,"""[엑's 이슈] 김흥국vs박일서, 계속된 진실공방…누구 말이 사실인가""
",박일서 니가 장소에 가서 일을 만들었는데 같은 종자 흥국혀 엄 힘드시잖아,엑s 이슈 김흥국 vs 박일서 계속된 진실공방 말이 사실인가,1.0
박지민 브라보,none,"박지민 '성추행' 메시지 남긴 악플러에 일침
",박지민 브라보,박지민 성추행 메시지 남긴 악플러에 일침,0.0
박지선은 ㅜㅜ,none,"""[단독]박성광 """"결혼 실감 안 나, 예쁘게 잘 살겠습니다""""(인터뷰)""
",박지선은 ㅜㅜ,단독박성광 결혼 실감 안 예쁘게 잘 살겠습니다 인터뷰,0.0
박진영 단 한번의. 사건 사고없이 지낸듯 참 반듯한 사람같음 발라드 노래도 참 좋은데 왜 발표안하는지,none,"""박진영 """"아빠 된다..좋은 아빠 되기 위해 최선 다할것""""(전문포함)""
",박진영 단 한 번의 사건 사고 없이 지낸 듯 반듯한 사람 같음 발라드 노래도 좋은데 발표 안 하는지,박진영 아빠 된다 좋은 아빠 되기 위해 최선 다 할 것전문 포함,0.0
박진영씨 응원합니다~!!! 하지만 잘 분별했으면 좋겠네요. 이단도 믿음은 있거든요. 박진영씨 응원하는 사람도 있으니까 힘내십시오.,none,"""[종합] 박진영·배용준, '구원파 논란'부터 해명까지...진실은 어디에?""
",박진영 씨 응원합니다 잘 분별했으면 좋겠네요 단도 믿음은 있거든요 박진영 씨 응원하는 사람도 있으니까 힘내십시오,종합 박 진영배용준 구원파 논란부터 해명까지진실은 어디에,0.0
박하나 박하나로 가자. 박한별 하차해 . 연기도 못하는 배우 내세우고 어쩔거임.,offensive,"""'슬플 때 사랑한다' 박하나→박한별 성형 완료, 환골탈태 통할까 [종합]""
",박 박 하나로 가자 박한 별 하차해 연기도 못하는 배우 내세우고 어쩔 거임,슬플 사랑한다 박 박한별 성형 완료 환골탈태 통할까 종합,1.0
박하선씨 얼굴도 보이는 듯해요 귀엽고 노래도 잘하고 화이팅~,none,"""정미애, 다이어트 근황 보니...""""85kg→66사이즈로 변신""""""
",박하선 씨 얼굴도 보이는 듯해요 귀엽고 노래도 잘하고 화이팅,정미애 다이어트 근황 보니 85kg 66사이즈로 변신,0.0
박한별 너무 이뻐~,none,"""[종합] '골프회동' 박한별, 참고인 조사 예정…남편 유인석 """"윤 총경, 형으로 따랐을 뿐""""""
",박한별 너무 뻐,종합 골프 회동 박한 별 참고인 조사 예정 남편 유인석 윤 총경 형으로 따랐을 뿐,0.0
박한별 너무 이쁨❤️,none,"""'슬플 때 사랑한다' 박하나→박한별 성형 완료, 환골탈태 통할까 [종합]""
",박한별 너무 쁨,슬플 사랑한다 박 박한별 성형 완료 환골탈태 통할까 종합,0.0
박한별 수고 했어요 책임감있게...잔잔한 슬픔 표현도 잘했는데 연기력이 어쩌고..,none,"""[종합] 박한별, 남편 논란 속에도 ‘슬플 때 사랑한다’ 종료→방송 활동 중단""
",박한별 수고 책임감 있게잔잔한 슬픔 표현도 잘했는데 연기력이 어쩌고,종합 박한 별 남편 논란 속에도 슬플 사랑한다 종료방송 활동 중단,0.0
박한별 연기 졸라못하네,hate,"""'슬플 때 사랑한다' 박하나→박한별 성형 완료, 환골탈태 통할까 [종합]""
",박한별 연기 졸라 못하네,슬플 사랑한다 박 박한별 성형 완료 환골탈태 통할까 종합,2.0
박한별도 피해자같다 ㅠㅠ,none,"""유인석, 승리・정준영 모임 '키맨' """"총경급 간부 연락""""-박한별 """"입장無""""[종합]""
",박한별도 피해자 ㅠㅠ,유인석 승리 정준영 모임 키맨 총경급 간부 연락 박한별 입장無 종합,0.0
"박한별씨 마음이 너무 힘들겠네요. 남편이 저런 사람이라니....,",offensive,"""박한별 남편 실명공개 유인석, 경찰총장과 직접적 관계 확인""
",박한별씨 마음이 너무 힘들겠네요 남편이 저런 사람이라니,박한별 남편 실명 공개 유인석 경찰총장과 직접적 관계 확인,1.0
박한별은 죄없어요 그남편이 죄있지...박한별한테 그만뭐라하셔요,none,"""박한별, 남편 논란 사과 """"정말 죄송…드라마는 끝까지 최선""""[전문]""
",박한별은 죄 없어요 남편이 죄 있지박한별한테 그만 뭐라 하셔요,박한별 남편 논란 사과 정말 죄송 드라마는 끝까지 최선전문,0.0
"박한별이 무슨 죄냐,.,ㅡㅡ;;",none,"""박한별 남편 실명공개 유인석, 경찰총장과 직접적 관계 확인""
",박한별이 죄냐 ㅡㅡ,박한별 남편 실명 공개 유인석 경찰총장과 직접적 관계 확인,0.0
박한별이 뭔 죄냐~ 저런 인간인 지 몰랐겠지..알았으면 결혼 했겠니?,none,"""유인석, 승리・정준영 모임 '키맨' """"총경급 간부 연락""""-박한별 """"입장無""""[종합]""
",박한별이 뭔 죄냐 저런 인간인 지 몰랐겠지 알았으면 결혼 했겠니,유인석 승리 정준영 모임 키맨 총경급 간부 연락 박한별 입장無 종합,0.0
박한별이 잘못 한것도 아닌데 왜 이렇게 욕하는거야?,none,"""박한별, 남편 논란 사과 """"정말 죄송…드라마는 끝까지 최선""""[전문]""
",박한별이 잘못 한 것도 아닌데 이렇게 욕하는 거야,박한별 남편 논란 사과 정말 죄송 드라마는 끝까지 최선전문,0.0
박해미는 언론플레이 하지말고 조용히 처리해라. 자기 이미지만 중요한가? 어쨌든 가족 아니냐.,offensive,"""""""경찰 조사? 술자리 강요?""""…박해미 남편 황민, 경찰·유족과 엇갈린 입장 [종합]""
",박해미는 언론 플레이 하지 말고 조용히 처리해라 이미지만 중요한가 어쨌든 가족 아니냐,경찰 조사 술자리 강요 박해 미 남편 황민 경찰유족과 엇갈린 입장 종합,1.0
박해미도 책임이 있다남편이 음주운전 한두번이 아니였을듯그리구 부부관계를 떠나사업 동업자다 왜 단돌이를 못했냐 늦은 시간까지 여자들과술먹고 이제와서 강요는 아니라구 형량줄이기냐,offensive,"""""""경찰 조사? 술자리 강요?""""…박해미 남편 황민, 경찰·유족과 엇갈린 입장 [종합]""
",박해미도 책임이 남편이 음주운전 한두 번이 아니였을 듯 그리 부부 관계를 떠나 사업 동업자 다 단돌이를 못했냐 늦은 시간까지 여자들과 술 먹고 이제와서 강요는 아니라 형량 줄이기냐,경찰 조사 술자리 강요 박해 미 남편 황민 경찰유족과 엇갈린 입장 종합,1.0
